full_name,selling_price,year,km_driven,mileage,engine,max_power,seats,company,company_enc,seller_type_Individual,seller_type_Trustmark Dealer,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,transmission_type_Manual
Skoda Rapid 1.6 MPI AT Elegance,5.75,2015,40418,14.3,1598.0,103.52,5,Skoda,7.535387654134465,False,False,False,False,False,True,False
Nissan Micra XL,3.25,2014,28406,18.44,1198.0,75.0,5,Nissan,4.698757187095724,False,False,False,False,False,True,True
Maruti Wagon R AMT VXI Option,4.5,2017,51000,20.51,998.0,67.0,5,Maruti,4.699671932366252,False,False,False,False,False,True,False
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,21.0,2019,9154,13.68,2393.0,147.8,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Maruti Ertiga VXI,4.8,2012,90000,16.02,1373.0,93.7,7,Maruti,4.699671932366252,False,False,False,False,False,True,True
Audi A4 35 TDI Premium,16.85,2016,70000,17.11,1968.0,174.33,5,Audi,20.16199553166578,False,False,True,False,False,False,False
Maruti S-Presso VXI,4.3,2019,8500,21.7,998.0,67.0,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Swift Dzire Tour 2012-2018 LDI,5.4,2018,110000,23.4,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Hyundai i20 Magna Plus BSIV,6.2,2019,13000,18.6,1197.0,81.86,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Hyundai Elantra SX AT,8.29,2015,49910,14.5,1797.0,147.5,5,Hyundai,5.348761685250852,False,False,False,False,False,True,False
Ford Ecosport 1.5 DV5 MT Titanium Optional,6.0,2015,70553,22.7,1498.0,89.84,5,Ford,6.252057132401498,False,False,True,False,False,False,True
Maruti Alto K10 VXI,3.45,2017,5914,23.95,998.0,67.05,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Honda Amaze S i-Dtech,4.21,2013,80000,25.8,1498.0,98.6,5,Honda,6.041270410937343,False,False,True,False,False,False,True
Hyundai i10 Magna,5.0,2011,15000,20.36,1197.0,78.9,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Honda City 1.5 S MT,3.0,2009,75000,17.0,1497.0,118.0,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Skoda Laura 1.9 TDI AT Ambiente,3.65,2010,87000,17.0,1896.0,105.0,5,Skoda,7.535387654134465,False,False,True,False,False,False,False
Datsun GO Plus T,5.5,2018,3300,19.02,1198.0,67.05,7,Datsun,3.2553778258484596,True,False,False,False,False,True,True
Kia Seltos GTX Plus DCT,18.5,2019,10097,16.8,1353.0,138.0,5,Kia,17.178733852944873,False,False,False,False,False,True,False
Hyundai Xcent 1.2 Kappa S Option,5.11,2014,15000,19.1,1197.0,81.86,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Audi Q7 2006-2020 3.0 TDI quattro,10.0,2009,67000,12.07,2967.0,241.4,7,Audi,20.16199553166578,True,False,True,False,False,False,False
Hyundai Verna VTVT 1.6 AT SX Option,10.75,2017,12000,17.0,1591.0,121.3,5,Hyundai,5.348761685250852,False,False,False,False,False,True,False
Skoda Fabia 1.4 TDI Elegance,2.65,2008,66000,19.4,1422.0,70.0,5,Skoda,7.535387654134465,False,False,True,False,False,False,True
Hyundai i20 Magna Plus Diesel,3.29,2011,71000,22.54,1396.0,88.76,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Maruti Wagon R LXI CNG,2.25,2011,50000,26.2,998.0,58.2,5,Maruti,4.699671932366252,True,False,False,False,False,False,True
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,9.91,2014,140165,12.8,2494.0,102.0,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Maruti Swift Dzire VDI,4.55,2012,61000,23.4,1248.0,74.0,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Maruti Ciaz VDi Plus SHVS,6.8,2016,70000,28.09,1248.0,88.5,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Skoda Laura 1.9 TDI AT Ambiente,4.45,2012,85000,17.0,1896.0,105.0,5,Skoda,7.535387654134465,False,False,True,False,False,False,False
Volkswagen Polo 1.5 TDI Comfortline,5.1,2016,63000,20.14,1498.0,88.0,5,Volkswagen,5.650061220319048,False,False,True,False,False,False,True
Maruti Ritz VXi,3.11,2013,86385,18.5,1197.0,85.8,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Maruti Swift VXI,5.21,2016,24000,22.0,1197.0,81.8,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Hyundai i20 Sportz 1.2,5.25,2015,48488,18.6,1197.0,81.83,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
BMW 5 Series 520d Luxury Line,33.5,2017,22000,22.48,1995.0,187.74,5,BMW,26.3869723270535,False,False,True,False,False,False,False
Maruti Baleno Alpha 1.3,8.5,2018,33635,27.39,1248.0,74.0,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Toyota Fortuner 4x2 Manual,19.51,2015,11500,13.0,2982.0,168.5,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Volkswagen Ameo 1.5 TDI Highline,7.25,2016,44000,21.66,1498.0,108.62,5,Volkswagen,5.650061220319048,False,False,True,False,False,False,True
Ford Freestyle Ambiente Diesel,6.5,2018,40000,24.4,1498.0,98.63,5,Ford,6.252057132401498,True,False,True,False,False,False,True
Hyundai Verna 1.6 SX VTVT AT,5.0,2013,83000,15.74,1591.0,121.3,5,Hyundai,5.348761685250852,False,False,False,False,False,True,False
Maruti Ritz VDi,2.38,2009,75253,23.2,1248.0,73.94,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Hyundai i20 Asta Option 1.2,5.91,2015,17999,18.6,1197.0,81.83,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Hyundai i20 Petrol Asta,7.0,2019,12000,18.6,1197.0,81.86,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Maruti Wagon R LXI CNG,3.75,2016,30000,26.2,998.0,58.2,5,Maruti,4.699671932366252,False,False,False,False,False,False,True
Maruti Swift Dzire AMT ZXI,7.95,2018,22000,21.21,1197.0,81.8,5,Maruti,4.699671932366252,False,False,False,False,False,True,False
Hyundai Xcent 1.1 CRDi S,4.1,2017,87000,24.4,1120.0,71.0,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Hyundai i20 Asta 1.2,5.5,2015,50000,18.5,1197.0,82.85,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Hyundai i20 Sportz Option 1.4 CRDi,6.85,2016,43000,22.54,1396.0,88.73,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Hyundai Grand i10 AT Asta,4.95,2015,75000,18.9,1197.0,82.0,5,Hyundai,5.348761685250852,False,False,False,False,False,True,False
Skoda Superb Elegance 1.8 TSI MT,7.95,2015,59000,13.1,1798.0,157.75,5,Skoda,7.535387654134465,False,False,False,False,False,True,True
Volkswagen Polo GT TSI,6.65,2016,58000,17.21,1197.0,103.6,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,False
Mahindra TUV 300 T8,7.5,2017,30000,18.49,1493.0,100.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Maruti Ertiga SHVS VDI,8.75,2017,19000,24.52,1248.0,88.5,7,Maruti,4.699671932366252,False,False,True,False,False,False,True
Hyundai Grand i10 Sportz,5.0,2015,51765,18.9,1197.0,82.0,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Honda City 1.5 S MT,3.8,2011,100000,17.0,1497.0,118.0,5,Honda,6.041270410937343,True,False,False,False,False,True,True
Honda City 2017-2020 VTEC,7.0,2016,56210,16.9,1497.0,100.0,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Hyundai i10 Magna,1.8,2009,80000,20.36,1197.0,78.9,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Hyundai Creta 1.4 E Plus,10.5,2018,8400,22.1,1396.0,88.7,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Hyundai Grand i10 AT Asta,5.25,2015,55000,18.9,1197.0,82.0,5,Hyundai,5.348761685250852,False,False,False,False,False,True,False
Honda WR-V i-DTEC VX,7.5,2017,23039,25.5,1498.0,98.6,5,Honda,6.041270410937343,False,False,True,False,False,False,True
Tata Safari 2005-2017 EX 4x2,4.9,2009,120000,12.0,2092.0,127.0,7,Tata,4.421740718651131,True,False,False,False,False,True,True
Mahindra XUV500 W8 AWD,7.5,2013,95000,15.1,2179.0,140.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Hyundai Verna SX Diesel,3.75,2009,66000,25.0,1493.0,113.42,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Mercedes-Benz CLA 200 CGI Sport,27.5,2018,12000,15.04,1991.0,183.0,5,Mercedes-Benz,24.96154654611922,False,False,False,False,False,True,False
Maruti 800 AC,0.5,2008,78245,16.1,796.0,37.0,4,Maruti,4.699671932366252,False,False,False,False,False,True,True
Honda City 1.5 S MT,2.75,2010,161445,17.0,1497.0,118.0,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Maruti Eeco CNG 5 Seater AC BSIV,4.9,2016,5000,21.94,1196.0,61.7,5,Maruti,4.699671932366252,True,False,False,False,False,False,True
Hyundai Getz 1.1 GVS Option,1.45,2008,85000,12.3,1086.0,66.6,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Hyundai i10 Sportz 1.2 AT,2.85,2011,102000,16.95,1197.0,78.9,5,Hyundai,5.348761685250852,False,False,False,False,False,True,False
Skoda Octavia 1.8 TSI AT L K,23.75,2019,4000,15.1,1798.0,178.0,5,Skoda,7.535387654134465,False,False,False,False,False,True,False
Honda BRV i-VTEC V CVT,9.4,2017,34000,15.4,1497.0,117.3,7,Honda,6.041270410937343,False,False,False,False,False,True,False
Honda WR-V i-DTEC VX,7.75,2017,110000,25.5,1498.0,98.6,5,Honda,6.041270410937343,True,False,True,False,False,False,True
Audi Q7 2006-2020 45 TDI Quattro Premium Plus,48.0,2016,40182,14.75,2967.0,245.0,7,Audi,20.16199553166578,False,False,True,False,False,False,False
Honda Amaze E i-Vtech,3.65,2013,41000,18.0,1198.0,86.7,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Audi Q3 2.0 TDI Quattro Premium Plus,15.0,2012,80000,15.73,1968.0,174.33,5,Audi,20.16199553166578,True,False,True,False,False,False,False
Honda Brio 1.2 VX MT,5.5,2017,25000,18.5,1198.0,86.8,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Maruti Eeco CNG HTR 5-STR,4.0,2015,16000,21.94,1196.0,63.0,5,Maruti,4.699671932366252,True,False,False,False,False,False,True
Maruti Swift VVT VXI,5.82,2018,8260,22.0,1197.0,81.8,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Maruti Swift Dzire Zdi BSIV,3.95,2011,64000,19.3,1248.0,73.9,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Maruti Vitara Brezza LDi,7.9,2017,39100,24.3,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Mahindra Scorpio S3 9 Seater BSIV,9.5,2018,27000,15.4,2523.0,75.0,7,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Mahindra Thar DI 4X2,5.51,2015,74000,18.06,2523.0,63.0,7,Mahindra,7.210647709297036,False,False,True,False,False,False,True
Volkswagen Polo GT TSI,6.5,2014,13000,17.21,1197.0,103.6,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,False
Hyundai EON Era Plus,2.99,2015,74000,21.1,814.0,55.2,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Maruti Wagon R VXI Plus Optional,4.8,2018,15000,20.51,998.0,67.04,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Skoda Octavia Style Plus 1.8 TSI AT,11.7,2016,27000,14.7,1798.0,177.5,5,Skoda,7.535387654134465,False,False,False,False,False,True,False
Audi A4 2.0 TDI 177 Bhp Premium Plus,13.75,2013,35000,17.11,1968.0,174.33,5,Audi,20.16199553166578,False,False,True,False,False,False,False
Fiat Punto 1.3 Emotion,3.85,2014,35000,20.3,1476.3274007038713,5.0,5,Fiat,3.2989729988697767,False,False,True,False,False,False,True
Chevrolet Spark 1.0 LS,1.5,2011,20000,18.0,995.0,62.0,5,Chevrolet,2.7381398767127534,True,False,False,False,False,True,True
Mahindra XUV500 2011-2015 W8 FWD,7.4,2012,70000,15.1,2179.0,140.0,7,Mahindra,7.210647709297036,False,False,True,False,False,False,True
Honda City i-DTEC V,9.75,2018,15000,25.6,1498.0,97.9,5,Honda,6.041270410937343,True,False,True,False,False,False,True
Skoda Superb LK 1.8 TSI AT,15.75,2016,65000,14.67,1798.0,177.46,5,Skoda,7.535387654134465,False,False,False,False,False,True,False
Maruti Swift VXi BSIV,5.1,2016,13300,16.1,1197.0,85.0,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Honda Jazz 1.2 V AT i VTEC,6.45,2016,37000,19.0,1199.0,88.7,5,Honda,6.041270410937343,False,False,False,False,False,True,False
Audi A6 2.0 TDI Premium Plus,17.99,2014,50000,17.68,1968.0,174.33,5,Audi,20.16199553166578,False,False,True,False,False,False,False
Mahindra XUV500 W10 2WD,13.45,2017,62000,16.0,2179.0,140.0,7,Mahindra,7.210647709297036,False,False,True,False,False,False,True
Maruti Ritz LDi,2.75,2012,110000,23.2,1248.0,73.94,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Maruti Baleno Delta 1.2,6.4,2017,4414,21.4,1197.0,83.1,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Maruti Alto 800 VXI,2.75,2016,24000,22.74,796.0,47.3,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Jaguar XJ 3.0L Portfolio LWB,60.0,2015,10000,12.9,2993.0,270.88,5,Jaguar,31.74093911324486,True,False,True,False,False,False,False
Hyundai i10 Magna 1.1L,3.0,2011,56653,19.81,1086.0,68.05,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Nissan Terrano XV Premium 110 PS,5.6,2013,29650,19.01,1461.0,108.5,5,Nissan,4.698757187095724,False,False,True,False,False,False,True
Hyundai i10 Sportz AT,3.7,2012,37590,16.95,1197.0,78.9,5,Hyundai,5.348761685250852,False,False,False,False,False,True,False
Maruti Swift ZXi BSIV,3.5,2011,30000,16.1,1197.0,85.0,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai i20 Sportz 1.2,4.15,2012,43784,18.5,1197.0,82.85,5,Hyundai,5.348761685250852,False,True,False,False,False,True,True
Volkswagen Vento 1.2 TSI Highline AT,6.1,2014,56000,16.93,1197.0,103.2,5,Volkswagen,5.650061220319048,False,False,False,False,False,True,False
Audi Q3 30 TDI Premium FWD,24.5,2018,36000,18.51,1968.0,147.51,5,Audi,20.16199553166578,False,False,True,False,False,False,False
Maruti Wagon R VXI BSIII,1.5,2007,35986,18.9,998.0,67.1,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Nissan Kicks XE D BSIV,8.5,2020,7500,20.45,1461.0,108.5,5,Nissan,4.698757187095724,True,False,True,False,False,False,True
Hyundai i20 Asta 1.2,4.25,2013,28000,18.5,1197.0,82.85,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Ford Figo 1.5D Titanium MT,6.0,2017,42267,25.83,1498.0,99.0,5,Ford,6.252057132401498,False,False,True,False,False,False,True
Volkswagen Polo Diesel Highline 1.2L,5.0,2013,70000,22.07,1199.0,73.9,5,Volkswagen,5.650061220319048,True,False,True,False,False,False,True
Maruti Dzire ZXI,5.0,2014,50000,23.26,1197.0,88.5,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Hyundai EON 1.0 Magna Plus Option O,3.15,2016,29119,20.3,998.0,68.05,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Maruti Celerio VXI AT,3.75,2014,33231,23.1,998.0,67.04,5,Maruti,4.699671932366252,False,False,False,False,False,True,False
Jeep Compass 2.0 Longitude Option,14.75,2017,46706,17.1,1956.0,170.0,5,Jeep,18.127700340824052,False,False,True,False,False,False,True
Skoda Octavia Elegance 2.0 TDI AT,9.99,2015,115000,19.3,1968.0,141.0,5,Skoda,7.535387654134465,False,False,True,False,False,False,False
Maruti Alto K10 VXI,3.69,2017,6808,23.95,998.0,67.05,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Ford Ecosport 2015-2021 1.5 Ti VCT MT Ambiente BSIV,5.5,2015,50000,15.85,1499.0,110.4,5,Ford,6.252057132401498,True,False,False,False,False,True,True
BMW 5 Series 520d Luxury Line,33.0,2017,21500,18.12,1995.0,190.0,5,BMW,26.3869723270535,False,False,True,False,False,False,False
Toyota Etios Liva GD Xclusive Edition,4.0,2013,230000,23.59,1364.0,67.1,5,Toyota,11.265205016960472,True,False,True,False,False,False,True
Hyundai Xcent 1.1 CRDi S,5.0,2015,40000,24.4,1120.0,71.0,5,Hyundai,5.348761685250852,True,False,True,False,False,False,True
Maruti Ritz VDi,3.71,2013,54100,21.1,1248.0,73.9,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Honda City i-VTEC CVT ZX,11.91,2018,25000,18.0,1497.0,117.6,5,Honda,6.041270410937343,False,False,False,False,False,True,False
Maruti Baleno Zeta Automatic,6.25,2016,20000,21.4,1197.0,83.1,5,Maruti,4.699671932366252,False,False,False,False,False,True,False
Maruti Ciaz Sigma BSIV,7.1,2018,35000,21.56,1462.0,103.25,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Mahindra Scorpio VLX 2WD BSIV,4.45,2010,110000,12.05,2179.0,120.0,8,Mahindra,7.210647709297036,False,False,True,False,False,False,True
Fiat Grande Punto EVO 1.3 Dynamic,4.7,2015,30000,21.2,1248.0,75.0,5,Fiat,3.2989729988697767,True,False,True,False,False,False,True
Hyundai i10 Sportz Option,3.2,2011,82000,20.36,1197.0,78.9,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
BMW 5 Series 520d Luxury Line,42.0,2018,36000,22.48,1995.0,187.74,5,BMW,26.3869723270535,False,False,True,False,False,False,False
Chevrolet Enjoy TCDi LS 8 Seater,3.49,2014,47123,18.2,1248.0,73.8,8,Chevrolet,2.7381398767127534,False,False,True,False,False,False,True
Maruti Vitara Brezza ZDi Plus Dual Tone,9.55,2017,55000,24.3,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Maruti Alto 800 LXI,2.75,2015,19074,22.74,796.0,47.3,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Chevrolet Beat PS,2.4,2013,23686,18.6,1199.0,79.4,5,Chevrolet,2.7381398767127534,False,False,False,False,False,True,True
Hyundai Creta 1.6 CRDi AT SX Plus,9.55,2015,83000,17.01,1582.0,126.2,5,Hyundai,5.348761685250852,False,False,True,False,False,False,False
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,9.75,2013,128000,12.99,2494.0,100.57,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Honda Civic 1.8 V AT,3.85,2010,74000,13.9,1799.0,130.2,5,Honda,6.041270410937343,False,False,False,False,False,True,False
Maruti Swift Vdi BSIII,2.95,2010,92182,17.8,1248.0,75.0,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Honda Brio S MT,2.69,2012,50000,19.4,1198.0,86.8,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Maruti Ignis 1.2 Zeta BSIV,5.25,2017,47063,20.89,1197.0,81.8,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Maruti Baleno Delta Diesel,6.65,2019,20000,27.39,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Maruti Ciaz Zeta,8.0,2018,15000,20.65,1462.0,103.25,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Hyundai EON Sportz,2.45,2013,47000,21.1,814.0,55.2,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Maruti Swift Dzire VXi,2.5,2008,115000,17.5,1298.0,85.8,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Maruti Ertiga VXI,7.55,2016,61149,19.01,1462.0,103.26,7,Maruti,4.699671932366252,False,False,False,False,False,True,True
Hyundai Verna VTVT 1.6 SX,9.45,2019,14200,17.0,1591.0,121.3,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Hyundai i20 Active SX Petrol,7.5,2018,16000,17.19,1197.0,81.86,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Maruti Ertiga ZDI,6.7,2013,187420,20.77,1248.0,88.8,7,Maruti,4.699671932366252,False,False,True,False,False,False,True
Maruti Ciaz VDi,6.1,2015,49986,26.21,1248.0,88.5,5,Maruti,4.699671932366252,False,False,True,False,False,False,True
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,5.0,2017,25000,18.9,1197.0,81.86,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Maruti Ertiga VDI Limited Edition,6.65,2014,96000,20.77,1248.0,88.76,7,Maruti,4.699671932366252,False,False,True,False,False,False,True
Maruti Ertiga VXI CNG,8.25,2016,20000,17.5,1373.0,80.46,7,Maruti,4.699671932366252,True,False,False,False,False,False,True
Maruti Swift VDI BSIV,6.25,2016,38000,25.2,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Toyota Innova 2.5 V Diesel 8-seater,4.0,2008,190000,12.8,2494.0,102.0,8,Toyota,11.265205016960472,False,False,True,False,False,False,True
Tata Indica Vista Aura 1.3 Quadrajet,2.1,2010,83573,18.0,1248.0,75.0,5,Tata,4.421740718651131,False,False,True,False,False,False,True
Hyundai Santro Magna,5.1,2019,7000,20.3,1086.0,68.07,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Ford Figo Diesel Titanium,2.94,2013,46000,20.0,1399.0,68.05,5,Ford,6.252057132401498,False,False,True,False,False,False,True
Tata Tigor 1.2 Revotron XZ,6.5,2018,10000,20.3,1199.0,84.0,5,Tata,4.421740718651131,True,False,False,False,False,True,True
Chevrolet Beat LT,2.55,2014,69000,17.8,1199.0,76.8,5,Chevrolet,2.7381398767127534,False,False,False,False,False,True,True
Chevrolet Cruze LTZ AT,5.5,2012,48000,18.1,1991.0,147.9,4,Chevrolet,2.7381398767127534,False,False,True,False,False,False,False
Maruti Swift Dzire VDI,4.98,2012,79000,23.4,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Maruti Alto K10 Plus Edition,3.0,2017,70000,24.07,998.0,67.1,5,Maruti,4.699671932366252,True,False,False,False,False,True,True
Hyundai Xcent 1.2 VTVT SX,6.15,2018,20000,20.14,1197.0,81.86,5,Hyundai,5.348761685250852,True,False,False,False,False,True,True
Maruti Swift VDI,4.0,2012,85000,22.9,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Hyundai i20 1.4 CRDi Asta,3.25,2011,88000,23.0,1396.0,90.0,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
Maruti Alto 800 LXI,2.65,2014,16600,22.74,796.0,47.3,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
Tata Tiago 1.2 Revotron XT,4.65,2017,40000,23.84,1199.0,84.0,5,Tata,4.421740718651131,True,False,False,False,False,True,True
Honda City 1.5 S Elegance,4.86,2013,37000,17.0,1497.0,118.0,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Toyota Innova 2.5 G4 Diesel 7-seater,6.75,2011,125000,12.8,2494.0,102.0,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Honda City i DTec VX,11.5,2018,18000,26.0,1498.0,98.6,5,Honda,6.041270410937343,False,False,True,False,False,False,True
Toyota Innova 2.5 V Diesel 8-seater,4.74,2007,95000,12.8,2494.0,102.0,8,Toyota,11.265205016960472,False,False,True,False,False,False,True
Honda City i VTEC VX,7.5,2015,35000,17.4,1497.0,117.3,5,Honda,6.041270410937343,True,False,False,False,False,True,True
Honda Brio EX MT,2.99,2012,35000,19.4,1198.0,86.8,5,Honda,6.041270410937343,False,False,False,False,False,True,True
Hyundai i20 1.2 Magna,2.6,2010,49000,18.5,1197.0,80.0,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Renault KWID RXT Optional,3.35,2017,19000,25.17,799.0,53.3,5,Renault,4.6202908684705735,False,False,False,False,False,True,True
Honda City S,3.0,2008,165000,16.8,1497.0,116.4,5,Honda,6.041270410937343,True,False,False,False,False,True,True
Maruti Swift VDI,3.8,2012,120000,22.9,1248.0,74.0,5,Maruti,4.699671932366252,True,False,True,False,False,False,True
Toyota Etios GD,4.5,2016,80000,23.59,1364.0,67.05,5,Toyota,11.265205016960472,True,False,True,False,False,False,True
Mahindra KUV100 NXT G80 K4 Plus,3.99,2017,12950,18.15,1198.0,82.0,6,Mahindra,7.210647709297036,False,False,False,False,False,True,True
Mini Cooper Countryman D,14.9,2013,35000,23.8,1998.0,112.0,5,Mini,23.046835590933377,False,False,True,False,False,False,False
Skoda Rapid 1.5 TDI AT Style Plus,7.0,2016,47000,21.66,1498.0,103.52,5,Skoda,7.535387654134465,False,False,True,False,False,False,False
Hyundai Creta 1.6 CRDi AT SX Plus,10.8,2016,71000,17.01,1582.0,126.2,5,Hyundai,5.348761685250852,False,False,True,False,False,False,False
Honda WR-V i-DTEC VX,10.0,2018,40000,25.5,1498.0,98.6,5,Honda,6.041270410937343,True,False,True,False,False,False,True
Hyundai Santro Xing GL Plus,2.5,2013,29000,17.92,1086.0,62.1,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Hyundai Creta 1.6 VTVT SX Plus,9.85,2017,31191,13.0,1591.0,121.3,5,Hyundai,5.348761685250852,False,False,False,False,False,True,True
Maruti Ertiga SHVS ZDI Plus,9.5,2016,50000,24.52,1248.0,88.5,7,Maruti,4.699671932366252,True,False,True,False,False,False,True
Chevrolet Spark 1.0 PS,0.85,2009,63000,16.0,995.0,63.0,5,Chevrolet,2.7381398767127534,False,False,False,False,False,True,True
Renault KWID AMT,3.49,2017,19200,24.04,999.0,67.0,5,Renault,4.6202908684705735,False,False,False,False,False,True,False
Renault Duster 110PS Diesel RXZ Optional with Nav,5.28,2013,72396,19.01,1461.0,108.45,5,Renault,4.6202908684705735,False,False,True,False,False,False,True
Volkswagen Vento Diesel Highline,3.5,2011,164000,20.54,1598.0,103.6,5,Volkswagen,5.650061220319048,True,False,True,False,False,False,True
Maruti Baleno Delta 1.2,5.6,2016,14500,21.4,1197.0,83.1,5,Maruti,4.699671932366252,False,False,False,False,False,True,True
BMW 5 Series 520d,11.99,2011,60000,18.48,1995.0,177.0,5,BMW,26.3869723270535,False,False,True,False,False,False,False
Toyota Innova 2.5 V Diesel 7-seater,3.9,2006,110000,12.8,2494.0,102.0,7,Toyota,11.265205016960472,False,False,True,False,False,False,True
Renault KWID 1.0 RXL,3.5,2017,20000,23.01,999.0,67.0,5,Renault,4.6202908684705735,True,False,False,False,False,True,True
Jaguar XF 2.0 Diesel Portfolio,34.5,2016,20837,19.33,1999.0,177.0,5,Jaguar,31.74093911324486,False,False,True,False,False,False,False
Audi Q3 35 TDI Quattro Premium,27.0,2016,28237,15.73,1968.0,174.33,5,Audi,20.16199553166578,False,False,True,False,False,False,False
Mahindra Supro VX 8 Str,4.5,2017,20000,23.5,909.0,45.0,8,Mahindra,7.210647709297036,True,False,True,False,False,False,True
Datsun GO Plus A EPS,4.0,2016,40000,19.44,1198.0,67.0,7,Datsun,3.2553778258484596,True,False,False,False,False,True,True
Jeep Compass 2.0 Limited,16.0,2017,35000,17.1,1956.0,170.0,5,Jeep,18.127700340824052,True,False,True,False,False,False,True
Hyundai Verna 1.6 CRDi SX,7.75,2016,66523,23.9,1582.0,126.2,5,Hyundai,5.348761685250852,False,False,True,False,False,False,True
